id,sentimen,tweet
192,0,"Dari sekian banyak thread yang aku baca, thread ini paling aneh sih dalam penulisan. Sumpah aneh bgt, mau ngatain ""lebay"" aja segala bikin thread hadeh. Aku juga ga jago nulis, tapi tulisan aku ga seberantakan thread mbaknya."
193,0,[USERNAME] sehat? Tiap hidupin data seluler selalu muncul notif yg kanan. Terus data seluler otomatis mati. Gitu terus berulang. Padal kuotanya msih 1 Gb lebih.. Akhirnya gabisa dipakai. Respon respon ya [URL]
194,1,"[USERNAME] Manusialah, polisi penjaga yang bertugas di sekitar makam Mantan presiden Mustafa Kemal nah karena tinggi dan kek patung saya tertarik foto hahaha"
195,0,malas sekali ya dinas malam orang tidur saya kerja sh sekali cuma pengen libur th huft (at rumah seni triplek) —
196,1,hahaha ikut dong seru seperti ea
197,1,udaranya mendukung sangat buat makan abis itu tidur hoam :o
198,0,Woww tuduhan lagi Rujukan nya please siapa yg bilang mas ?
199,1,"Takdir tahun ini berulang tahun dengan keindahan alam yg menyejukkan serta tempat2 bersejarah, sesuai keinginan. hehe. Terima kasih tim ICI Adventure Pekanbaru atas kegiatannya. Bahagia"
200,0,[USERNAME] Nyerang fansite suruh take down semua foto pas konser. Sampe nyuruh fansite tutup aja. Kalo fansite tutup ya sumber atm mereka tutup juga lah hahaha.
201,0,"[USERNAME] Barang kiriman saya no resi 013150189591518 kok belum diantar ya? Padahal tgl 5/6 jam 09.24 wib sdh di Angke, masih pagi tapi kok gak diteruskan ke alamat tujuan? [URL]"
202,1,keren gila suasana malam di asrama putri
203,0,mending lama dimotor daripada lama di bus pen mabok saya
204,0,kamu bau :( hahaha tuh sudah ingin sangat diketawain ~
205,1,Yang~ Kangen kamu Pengen meluk kamu Pengen berduaan sama kamu lagi Aku tunggu kok sampe kamu balik Love u sayang  [USERNAME] [URL]
206,0,aku hanya bisa menangis aku tak bisa ~
207,1,"Pak jokowi berhasil banget deh pokoknya bikin acara pesta hiburan rakyat di monas,macetnya manatahaan http://t.co/PiqHk04Wz9"
208,0,umur 9thn omongan kaya tante2 45thn -_-gue lebih suka sama bocah sd yang masih culun dan polos
209,1,"Terima kasih juga buat temen2 basis [USERNAME] yg sudah bersedia meluangkan waktunya untuk menjadi panitia. Semoga Allah SWT senantiasa memberikan rezeki yg halal dan berkah untuk kita semua, aamiin "
210,0,parah kamu sampai juni harus berbuat baik!
211,1,mie kuah pak kumis bareng thalia! selamat makan~ (at home swet home) [pic] —
212,1,kan kupeluk engkau erat2 hingga tak ada seorang pun yang bisa merebut mu dari pelukan ku happy anniversary syg #6nov #31months
213,1,"Alhamdulillah, 3 & 30 Juli is our happy day. [USERNAME] congratss my sissyy. Meskipun gadapet snm tp ada jalan lain buat meraih mimpi kita. Padahal snm kita merah dan nangis sesenggukan pelukan berdua eh ternyata balik lagi ketrima di satu2 nya pilihan snm kita."
214,1,Nangroe Aceh Darussalam memang Istimewa Al Fatihah buat Teuku Markam dan salam hormat buat keluarga Teuku Markam dari kami rakyat Indonesia [URL]
215,0,"Percaya kata lelaki itu, terutama ketika aku ingin mati karena disiksa zaman. Tapi karena kematian tak kunjung tiba, aku melupakanNya. Tuhan menjauh, dan aku pun menjauhiNya. Aku tidak tahu, apa iya masih penting sejak kulupa."
216,1,Istimewanya Sedekah di Hari Jumat
217,0,"[USERNAME] lah yaudah kaga usah diliat. atau lu ada gangguan jiwa kek gua? yang udah tau kaga demen, tapi diliatin mulu. toh duit juga duit dia. asal kewajiban dia sebagai istri&ibu gak terbengkalai mah. gua lebih gak suka dia karna beberapa sifat 'k"
218,1,Hiburan di hape klo ga lihat #recehkantwitter ya minta google assistant buat ngirimin joke macem ini. Hidupku memang kek uang kembalian. [URL]
219,0,jakarta mulai gelap ditutup awan mendung #siap2 naro ember digerojogan#
220,0,thae pkn susah banget!
221,1,semangat pagi coi (at hotel santika tmi) —
222,1,"Malem ini nyoba bikin overnight oat yg kadar pisangnya lebi banyak daripada oatnya  Tida lupa ditambah chia seeds, madu, dan vsoy  Semoga sahurqu nanti lebih manis daripada angan-angan~~ [URL]"
223,1,agred! gimana sih caranya supaya hidup bahagia terus selalu bersyukur :')
224,1,wkwk sudah tobat sekarang mah:) ) yah iya lah d
225,1,selalu ada rencana tuhan yang lebih indah dari semua rencana kita :)
226,0,ini lagi penutup mungkin sampai rumah jam lewat :( kan jauh d pws
227,1,"Bertemu denganmu adalah takdir, menjadi temanmu adalah pilihan, namun jatuh cinta kepada mu adalah benar-benar di luar dugaanku"
228,1,"Enakan nasi soto ibu kantin dee hahaha""@fadilah9797: enakan nasi uduk pake bala bala sambel ahaha RT @pujalalo: gaenak dee en"
229,0,"Sumpah ya gue komplen masalah duit yg kedebet di BCA cepet dikembaliin daripada di B*PN. Di BCA cuma sehari, di B*PN uda berminggu-minggu belum dibalikin. Padahal nominal yang kedebet gedean BCA kemana-mana. That's why I cinta BCA. Your service satisfies me. Always."
230,1,[USERNAME] Selamat Siang Sahabat Pos. Mohon maaf baru dibalas. Kiriman tsb sudah diterima ya sahabat. Terima kasih telah mempercayakan dan menggunakan layanan kami :) ^FD [URL]
231,0,ah tidak-mau temenan sama orang jahat ah(�) jadi orang jahat saja ce jadi orang baek ditindas terus ckck
232,1,"[USERNAME] [USERNAME] Terima kasih sudah memberikan musik yang bagus untuk kami, konten konten yang bagus untuk kami, dan terima kasih sudah memberiku semangat untuk menjalani hari terlebih setelah aku down karena banyak hal"
233,1,"Lee daehwi ku sayang, sabar ya. Terlalu banyak yg ngehujat km bukan brrti gk ada yg support km. Aku, dan teman wannable asli yg lain akan selalu mendukungmu adik manis."
234,0,"Gak heran sih sama driver gocar yg ngeluh macet. Sama kayak gue ngeluh pas lagi kerja. Terserah deh Pak, saya pura2 gak denger. Capek juga soalnya."
235,0,[USERNAME] Hahaha sekali dua kali sih aku bisa ngerti apalagi kalo deket. Yaudahlah ya Kalo jauh dan begitu terus You might consider to fuck your phone instead of me
236,1,haha sehat wih bang arip pa kabare apik enak tuh bisa gontai gontai sedikit
237,0,[USERNAME] [USERNAME] [USERNAME] [USERNAME] Masalahnya itu uang buat konsumsi buka puasa bareng anak yatim yang harus dibayarkan ke katering ..
238,1," Wajah yang terkasih dipuja lagi. Pipi yang sedikit tirus diusap lagi. Mata yang terpejam itu dikecup lagi. Ia membenarkan orang bahwa, ""Cinta itu buta."" "
239,1,"Empat negara tersisa di perhelatan turnamen akbar memiliki taktik kunci masing-masing. Jamak yang berharap ada juara baru di FIFA World Cup 2018, terutama Belgia yang dianggap sebagai tim percontohan bonus demografi. Dan, saya hanya ingin ucapkan selamat pada Pep, itu saja."
240,1,romantis menurutku dan selalu dilakuin setiap jalan....kalau lagi jalan kaki dia gak ngebiarin aku di sisi luar(supaya menghindari keserempet)selalu dijagain gitu
241,0,"Yang repot tu kalo sekedar baca tanpa dimengerti,nahh disitu timbul kesalahan bukan pemahaman.. Selektif terhadap argument ndakk papa, selagi nalar tetep pada jalur, bukan keluar jalur,kalo dah keluar jalur ituu pelanggaran.. #celotehreceh"
242,0,sama ;) gorgeous kaya orangnya ;) hehehe :3
243,1,"Baru kali ini ngerasa sukarela nyebarin kegiatan yang disukai dan bermanfaat juga. Tanpa diminta nyebarin pun, pasti bakal disebar. Mulai dari sekarang, mari bersepeda! #bersepeda #bandungbersepeda #bandung #bandungnightride #indonesiabersepeda [URL]"
244,0,[USERNAME] [USERNAME] sebenarnya yg Melanggar Bawaslu itu Lawan Politik nya apa beliau ??? ah sudah lah makin terjun aja tuh image beliau d masyarakat
245,1,mantap ye bahasa orang lagi falin love mah beda kak~
246,1,"Waktu kita ngerasa hidup udah enak, jadi agak jauh dr Allah. Allah kasih kita ujian, ngebuat kita ingat Allah lagi, pengen dekeeeet lagi. FIX keliatan Allah sayang kamu. Dia tegur saat hambaNYA mulai jauh. Walau tau dosa hambaNYA udah penuh."
247,1,"Alhamdulillah segala puji bagi Allah Tuhan semesta alam, terimakasih masih di beri nikmat sehat,rezeki,umur panjang. #happy25 #thanksfam #thanksdear"
248,1,"Semoga Tuhan senantiasa menyertai setiap langkahmu, dan menjadikan hubungan kita ini makin kuat dalam menghadapi segala ujian kehidupan ini. I Love You"
249,1,bahagia dongs;) 
250,0,Situ mo ngelacur di mana n dibayar berapa bukan urusan sini ... sini cuman gasukak kalo situ salah gamo minta maap .. etapi bukan urusan situ jugak si sini mo sukak or enggak ma situ ...
251,1,"Pengen rasanya pacu fisik lagi, biar tetep terjaga tapi puasa gini bikin labil, persiapan puncak mandala dan diksar wanadri semakin menjauh tampaknya, ayodong semangat!"
252,1,"Berasa baca novel, sejenis novel Dee Lestari, karena informasi sangat riil. Tapi ternyata ini kisah nyata sebuah kasus cacat hukum."
253,0,Back to maba lyfe. Jam segini baru pulang ke kos. Motoran. Sendirian. Jalanan gelap. Sepi. Takut tp harus berani. Yallah gini bgt minggu2 terakhir kuliah quat quat quattttt!
254,1,selamat tidur bidadariku kutitipkan pada malaikat untuk jagamu malam ini :-)
255,0,"Kaya gitu terus ya netijen, kalau ada kasus pelecehan seksual selalu aja korban yg disalahkan. Pdhl, posisinya korban lo. Sederhananya aja ya, ga ada orang yg mau jadi korban. Gue respect si, sm caranya #viaVallen seenggaknya si pelaku malu dan sbg peringatan jg buat yg lain."
256,0,"[USERNAME] sistem ppdb saat pilihan sekolah 3pilihan sdh benar seperti d dki, dijabar knp 2pilihan tlg seragamkan diseluruh propinsi, jalur prestasi buktikan dgn terdaftar dinas kependidikan, hrs ada barkot di setiap piagam, bila bohong lgs terblok"
257,1,"Beb, selamat ulang tahun yaa [USERNAME] ayu popo crew. Aku nunggu 00:00 WIB banget loh ini. Semogaa cepat mup on dari atta. Btw si clara masih ngeblock kita donk. [URL]"
258,1,"Masa keemasan bermain Badminton, ketika saya dan rekan saya Dwi Sulistyono menyabet Juara di kelas double junior piala bupati 2008 dan 2010. Trus semi final single junior 2007, sampe sekarang masing terngiang."
259,0,"Pasti pada banyak yg mikir ""apasi bel sok2 di update lagi, biar ikutan viral kan?"" Hm, gapapa kok kalian semua disini nggak retweet or reply this thread, cuma mau nunjukin aja kalo ya mau kita artis kek mau org biasa kek mau siapa kek ya emg berhak marah kalo dilecehin."
260,0,"Sudahlah tak usah pajang hadist atau ayat Allah untuk pembenaran. Karena jika kita niat baik sama sama, takkan ada jual ayat dan hadist demi pembenaran sepihak."
261,1,"Finally... Karena tujuan sudah tercapai, berani buka twitt lagi, tak takut spoiler lagi ohhooo"
262,1,Cepet sembuh sayang ku biar kita bisa main lagi sama mimi mimo biar kita bisa jalan jalan lagi I love you boo :* @_kngdaniel96
263,0,"It's like a circle of stupidity. Atlit gak diurusin, duitnya buat bebenah ini itu biar atlit yang dateng dari luar negri bisa nyaman disini tp atlit sendiri kurang gizi. Belum beres bebenah eh salah satu stadion dirusak ""supporter"" karna timnya (atlit) main jelek. What a moron."
264,0,"Ada aja yang nyinyir tentang hijrah ""Kamu hijrah cuma pengen mndapatkan yang baik. Dengan modal dalil yang baik akan di satukan dengan yang baik"" Hmmm bingung deh sama orang yang sepertinya gk happy melihat orang lain merubah dirinya untuk mnjadi lebih baik "
265,0,Ada orang yang niat banget bikin akun gaib cuma buat memaki dan memarahi orang lain. Marah kok melalui akun gaib!!
266,1,ARMYYYYYY AKU MAU BILANG AKU SAYANG KALIANNNNNNN HUHUHUHU SAYANG BTS JUGAAAAA
267,0,( `� )_ / (>_<'!) kondekeong jauh mbak dari kantorku fufufufu
268,0,kya kejauhan turunya gara2 gelap jadinya tidak-kelihatan >_<
269,0,"Gabisa tidur! Males bongkarin, tidur pake jeans, berharap segera pagi. Pagi tiba, lgsg naik bus pertama yg lewat depan kos. dengan koper2ku. Sampe Malang dg kudu nangis. Takkusangka ada travel agent yg sedemikian busyuuk."
270,1,semangat ya buat yang lembur jam3 ^_^
271,1,"Muka w mang gak indah, tp at least w bs jln ke tempat yg indah.. #myfaceismyproblemnotyours #dibikinasikaja #familytime #qualitytime @ Munduk, Bali, Indonesia [URL]"
272,0,"Di Dm Marco Simic pake kata-kata senonoh marah, tapi aku ngeDm udah lama minta kenalan aja gapernah dibalas, duh mbak Via Vallen mah gitu orangnya huhu"
273,0,"Bila caring,biar betul2 dengan niat ikhlas.Bukan dgn harapan org itu akn mlkkukan pkr yg sama trhdap kita.Kesudahannya,sangat menyakitkan bila seperti x diharapkan. :')"
274,1,alah gr saja kamu _ barusan dapat senyumnya dari jarak meter saya lemas :') nanti malam ketemu lagi ya nc
275,0,baru2 pakai kacamata itu pusing ya ︶︿︶
276,1,wow jeje keren sekali (�ﻬ)♥
277,1,lembar roti gandum dan segelas teh hangat alhamdulilah kenyang :)
278,1,[USERNAME] kepoin artis masa kini. wkwk. Alhamdulillah sehat. 2 sibuk ma anak. satu sibuk ma suami. satu sibuk mau nikah. rosa sibuk koreanan. Haha 
279,1,enak dong enak tuh p hapy lunch late
280,0,"Nah ini, yg nunggu anak anteng dengan kesabaran seluas samudra trus bapaknya dateng2 bikin anak nangis. Hmmm kuingin marah melampiaskan"
281,0,sat lagi telepon an dan cerita panjang lebar dan trnyta orang yang di telepon itu ketiduran rasanya tuh 
282,0,"Oke, lanjut siap bukber sama tmn kampus ke rumah tmn, katanya deket, tp untung w puasa jd sabar, muacet poll dimana. Sampe rumah temen, baru cuma ada w & 1 orang!"
283,0,"Gub sebelum [USERNAME] jauh lebih kaco dan tdk manusiawi, mknya pantes dpt pengharhaan 3 tahun di Penjara. itu bukti ,! [USERNAME] [URL]"
284,0,jangan kecewa dulu deh tentang stadium tour nya 1d belum semua jadwal di tampilin so semoga indonesia masuk!
285,1,ga bisa dideskripsikan lah pokoknya bagaikan kasih sayang ibu ke anak-anaknya....... pdhl gue blm punya anak.. blm nikah jg si.. pacar aja jg gada.... pokoknya sayang anak-anakku semua
286,1,sayang hai;d{}
287,1,SAYANGKUUUU MANUSIA TERNORMAL DISINIIII! Makasih banyak atas ucapannya Makasih ya dulu mau bange gabung disini padahal OA ecek ecek Pokoknya aku sayang banget! I LOVE YOU
288,0,ama kamu sa sudah ama kamu parah kamu ngnt memang saya apan ama adnan mu di gade ke nahloh resa ilangkan di
289,0,"apa sih susahnya mengapresiasi sedikit aja sama apa yang udh dilakuin oranglain dgn ngasih hak nya tepat waktu, dikira gapnya kebutuhan kali ya?giliran masalah kerjaan no 1 mau lg ijin/libur ttp ae dihajar trs! Ketjewalah saya:(:("
290,1,Aku ingin jatuh cinta padamu yang siap menerima perasaanku ini tanpa rasa paksaan dari siapapun. Semoga kamu juga menginginkannya dan selamat malam gadisku.
291,0,gw maklumin aja omongan Mommy gw dia emang ga bakal setujuin gw [URL] sampe suka demen co umurnya beda jauh yah makanya cari duda mapan berumur aja
292,0,Indosat ga jelas dah operatornya
293,1,"Inget tebak tebakan dulu: Budi: ikan, ikan apa yang bentuknya segitiga? Aisyah: Ikan Sepat Budi: kurang tepat ayy Aisyah: trus apa dong! *Mendesak penasaran Budi: Iiikancut luuu.. Nb: Seketika hening, 5 detik kemudian tertawa malu. Wkwkwkwk #recehkantwitter"
294,0,"sudah ribuan penelitian anak bangsa terkait penanggulangan sampah, tapi sangat jarang diterapkan, bagi-bagi proyek jangan terlalu serakahlah, baiknya masa depan kan untuk anak, cucu dan kemanakan kita juga [URL]"
295,1,MANIS BANGET SIH TAMBAH SAYANG KAN YA AMPUN JIMIN ADABYU BUING BUING
296,1,"Suka point Prof. Suteki "" kita tau bahwa puncak tertinggi Pancasila adalah Ketuhanan Yang Maha Esa, sdgkan kita tau bahwa salah satu petinggi BPIP pnh menyampaikan dlm pidatonya yg viral ttg keraguannya akan hari akhir"" Nampol banget.. #ILCBPIP #2019GantiPresiden"
297,0,"kunaon teh kin,? hihihii..""@kinsuzanshi: Sia2 dc bli pls intrnetan gk trpakai..telkomsel payah"""
298,1,"Happy annyversarry yg pertama kalinya .. Trsrah org mau blng apa, aku gk pdli.. Ini yg aku rasain slma 1blan.. Aku cukup bhagia sm km smuanya baik"" aja, jgn ada mslh yy sayang, cemburu krna org lain wajarkan.. Dan smg kita juga makin mngrti satu sama lain."
299,1,"Dicintai adalah rezeki. Dicintai orang yang kita cintai adalah rezeki terindah. Sedikit merasa cinta dari insan, itupun sudah cukup membahagiakan. Pastinya amat besar kan cinta pencipta insan."
300,0,"[USERNAME] sudah bikin ""cuman buat masuk ke my indihome saya, berbeda dan tak ada tagihan nya gimana solusinya ini akun saya penceng800@gmail.com"
301,0,jahat sekali ini studio sepi -_- tesapun cabut studio~ syalala
302,0,Rada kesal Sama tamu yang minta di kasih discon Okey gua kasih Giliran mau Lebaran Lu PD kabur semua Anjir gua harus belajar tega kayaknya
303,0,males keluar hawanya mendung macet pula
304,0,"Beuh KRL JKT -CIKARANG mah jangan ditanya lagi penuhnya. Sesak bro Petugas kemana? Penuh sesak gitumah ga bisa jalan kesana-kemari atuh petugasnya lapor gimana? Klo da pelecehan hajar ja ditempat ja pelakunya, biikin rame dulu."
305,1,"Sayang banget sama orang tuaku yg satu ini.. selalu ada tempat untukku di hatinya.. Tempat curhat, tempat ngadu, tempat ketawa.. Selamat beribadah Haji menjadi Tamu Allah ya Bunda Sani dan ayah"
306,1,Thank you for your wishes guys.. Sebagian Alhamdulillah udh kesampaian..(TerimaKasih Ya Allah) . . . . #throwback #nadyaandriwedding
307,0,"[USERNAME] Karena mereka memegang peraturan, yang kebanyakan nasabah tidak mengetahuinya. Kesel sih. Dulu pernah gagal klaim asuransi AXA Mandiri 2x juga gara-gara ada klausul yang menurut saya sedikit aneh."
308,1,selamat menjalankan ibadah sholat isya jangan lupa bersyukur sama alaho:)
309,1,@fahrurozi90 yuuuk nasi uduk betawi tuh mantaaap bangeeeet. :D
310,1,hai manis boleh kenalan wkwk
311,0,"keren ya jalan kemana mana sendiri, mandiri bgt.. keren ndasmu, emang lg ngga ada temennya aja. kalo ada yg mau mah, sekelurahan juga ayo aja"
312,0,ia sudah lama kita tidak-ngumpul lagi hahaha ok tapi jadwal nih kendala kita :p
313,1,sudah barusan~ kamu sudah belum yang santai yang;) kamu sudah makan maf ya: iya sayang:'
314,1,iya sayang : makasih lupa uang bukunya sudah aku titipin ke ya
315,0,hari sudah sakit kepala tidak-ilang-ilang sudah tidak-tahan ingin meldak kepala saya ! :|
316,1,iya :d amin amin ka :) datenh dong sukses ya buat pensinya semangat juga junior2 aku yang jadi panitianya :d oke
317,0,"keinget dulu ngejar2 pak aje sampe ke annex, bela2in toefl di jkt (tanpa persiapan samsek), ngirim hasil toefl ke bandung lagi, ngumpulin berkas ini itu dll dll"
318,1,thanks acaranya keren sangat ditambah monkey bots sering-sering mengadakan acara ky gini\(�▽`)/
319,0,gaktau;( baek saya ini coy!;p hahahaha kapan kamu kesini lagi sombong kamu ini skrg:s:p
320,0,iya itu memang omongan saya saya sudah kesal sangat sama kamu sekarang sampai saya bicara kamu saya sekarang - oky dongo malam malam ngomel -_-
